89	陈建防	7.415344572523924e-06
90	审计法	1.853836143130981e-05
91	拓维	9.269180715654904e-06
92	改革家	7.415344572523924e-06
93	江油	5.561508429392943e-06
94	化工集团	9.269180715654904e-06
95	李恩明	7.415344572523924e-06
96	一九	3.89305590057506e-05
97	北电	1.6684525288178828e-05
98	国家经贸委	1.1123016858785886e-05
99	玲	1.1123016858785886e-05
100	保证	9.269180715654904e-06
101	广博	1.2976853001916867e-05
102	”）	5.561508429392943e-06
103	监审部	7.415344572523924e-06
104	周程	5.561508429392943e-06
105	从容	5.561508429392943e-06
106	黄河	9.269180715654904e-06
107	维科	5.561508429392943e-06
108	信管	1.2976853001916867e-05
109	韩雪	5.561508429392943e-06
110	星光	9.269180715654904e-06
111	中国地质大学	1.2976853001916867e-05
112	一九九	4.078439514888158e-05
113	天房	9.269180715654904e-06
114	星湖	5.561508429392943e-06
115	内外	1.6684525288178828e-05
116	制药	0.00012049934930351377
117	岩	3.707672286261962e-06
118	奥康	1.2976853001916867e-05
119	郎	3.707672286261962e-06
120	职位	9.269180715654904e-06
121	投资银行业	1.1123016858785886e-05
122	60	5.561508429392943e-06
123	蓉	5.561508429392943e-06
124	祥征	5.561508429392943e-06
125	深圳	0.0005098049393610197
126	策划部	2.4099869860702753e-05
127	申请	5.561508429392943e-06
128	就	3.707672286261962e-06
129	海虹	9.269180715654904e-06
130	宏	3.707672286261962e-05
131	工程机械	4.6345903578274524e-05
132	店	7.415344572523924e-06
133	日	0.0001353300384485616
134	芝华	5.561508429392943e-06
135	西藏药业	1.6684525288178828e-05
136	仲裁	2.039219757444079e-05
137	博士后	5.190741200766747e-05
138	医药工业	1.6684525288178828e-05
139	监控	5.561508429392943e-06
140	技术谈判	9.269180715654904e-06
141	广电网	1.853836143130981e-05
142	中共中央	1.6684525288178828e-05
143	雨	5.561508429392943e-06
144	稽核局	7.415344572523924e-06
145	电视台	7.415344572523924e-06
146	裕田	5.561508429392943e-06
147	一工	5.561508429392943e-06
148	1981	9.825331558594199e-05
149	三公	5.561508429392943e-06
150	东方红店	9.269180715654904e-06
151	法律硕士	1.6684525288178828e-05
152	向	1.1123016858785886e-05
153	地质矿产部	1.1123016858785886e-05
154	安监局	7.415344572523924e-06
155	门路	5.561508429392943e-06
156	学院路	7.415344572523924e-06
157	株式会社	6.859193729584629e-05
158	朱小雄	7.415344572523924e-06
159	黄卫东	7.415344572523924e-06
160	中国人民银行总行	3.1515214433226674e-05
161	1996-2001年	2.039219757444079e-05
162	城	1.4830689145047848e-05
163	ASA	7.415344572523924e-06
164	参加国	7.415344572523924e-06
165	礼品	5.561508429392943e-06
166	20年	7.415344572523924e-06
167	吕宏	5.561508429392943e-06
168	醴陵人	7.415344572523924e-06
169	醒	7.415344572523924e-06
170	加拿大约克大学	1.4830689145047848e-05
171	局级	1.2976853001916867e-05
172	邓涛	5.561508429392943e-06
173	远洋	9.269180715654904e-06
174	元器	5.561508429392943e-06
175	6	0.00023914486246389655
176	欣	1.6684525288178828e-05
177	稽查组	7.415344572523924e-06
178	20日	3.5222886719488636e-05
179	中队	5.561508429392943e-06
180	城投	5.561508429392943e-06
181	信诚	5.561508429392943e-06
182	通信集	7.415344572523924e-06
183	砖瓦厂	1.2976853001916867e-05
184	稽核部	7.415344572523924e-06
185	后主	5.561508429392943e-06
186	新机	5.561508429392943e-06
187	市布	5.561508429392943e-06
188	李女士	1.2976853001916867e-05
189	山区	5.561508429392943e-06
190	主任医师	9.269180715654904e-06
191	天一	5.561508429392943e-06
192	工业国	7.415344572523924e-06
193	赵	3.1515214433226674e-05
194	深圳发展银行	2.4099869860702753e-05
195	贝正	5.561508429392943e-06
196	宜春市	2.9661378290095696e-05
197	市山鹰	7.415344572523924e-06
198	基建	1.6684525288178828e-05
199	瑞年	5.561508429392943e-06
200	西航	5.561508429392943e-06
201	省政协	2.4099869860702753e-05
202	盐化	2.039219757444079e-05
203	电容	5.561508429392943e-06
204	富乐	5.561508429392943e-06
205	印刷版	7.415344572523924e-06
206	班结业	2.4099869860702753e-05
207	京客隆	7.415344572523924e-06
208	退	3.707672286261962e-06
209	四川省委	9.269180715654904e-06
210	环境保护局	1.1123016858785886e-05
211	司令员	7.415344572523924e-06
212	教授级	0.00012420702158977571
213	1951年	8.527646258402512e-05
214	工程力学	9.269180715654904e-06
215	杏	3.707672286261962e-06
216	有关	2.039219757444079e-05
217	潘峰	5.561508429392943e-06
218	人事科	1.2976853001916867e-05
219	1984	0.00017982210588370515
220	周舟	5.561508429392943e-06
221	钾肥	1.2976853001916867e-05
222	红珠山	7.415344572523924e-06
223	1998年	0.0004189669683476017
224	河南大学	9.269180715654904e-06
225	常务董事	2.4099869860702753e-05
226	铁矿	5.561508429392943e-06
227	跨国公司	9.269180715654904e-06
228	服务	9.083797101341807e-05
229	山西省	2.4099869860702753e-05
230	转业	5.561508429392943e-06
231	全国	6.488426500958433e-05
232	职工	0.00016128374445239534
233	600826	1.2976853001916867e-05
234	银泰	5.561508429392943e-06
235	副系	5.561508429392943e-06
236	焦炭	5.561508429392943e-06
237	新区	1.6684525288178828e-05
238	审计处	1.853836143130981e-05
239	梅花	1.6684525288178828e-05
240	天润	1.2976853001916867e-05
241	08月	7.415344572523924e-06
242	普笙	5.561508429392943e-06
243	朱	2.224603371757177e-05
244	中投	5.561508429392943e-06
245	辽宁大学	3.1515214433226674e-05
246	泰达	3.1515214433226674e-05
247	室外	5.561508429392943e-06
248	”，	3.5222886719488636e-05
249	电商	5.561508429392943e-06
250	铅	9.269180715654904e-06
251	公民	1.2976853001916867e-05
252	圣雪绒	7.415344572523924e-06
253	司长	2.039219757444079e-05
254	江西	0.00013162236616229964
255	绵阳	1.6684525288178828e-05
256	金融业	1.2976853001916867e-05
257	4	0.00027436774918338517
258	预决算	7.415344572523924e-06
259	应收	5.561508429392943e-06
260	特许	3.5222886719488636e-05
261	配到	5.561508429392943e-06
262	会主	0.00040599011534568483
263	管理师	2.9661378290095696e-05
264	针	5.561508429392943e-06
265	产中	5.561508429392943e-06
266	顿	7.415344572523924e-06
267	衬欢	5.561508429392943e-06
268	东营	9.269180715654904e-06
269	新五丰	1.2976853001916867e-05
270	南通	2.4099869860702753e-05
271	电机	5.376124815079845e-05
272	所学	5.561508429392943e-06
273	GMPT	9.269180715654904e-06
274	海尔	1.6684525288178828e-05
275	海船	5.561508429392943e-06
276	商人	5.561508429392943e-06
277	外经处	7.415344572523924e-06
278	灵	3.707672286261962e-06
279	厚	3.707672286261962e-06
280	金月芳	7.415344572523924e-06
281	华菱管线	9.269180715654904e-06
282	汇金	9.269180715654904e-06
283	德瑞	5.561508429392943e-06
284	自治	1.2976853001916867e-05
285	代行	1.2976853001916867e-05
286	农垦	9.269180715654904e-06
287	发表	2.039219757444079e-05
288	经营部	5.746892043706041e-05
289	大连市	7.415344572523924e-06
290	双峰	5.561508429392943e-06
291	黄锦波	7.415344572523924e-06
292	蹭	3.707672286261962e-06
293	红日	5.561508429392943e-06
294	省长	5.561508429392943e-06
295	出国人员	9.269180715654904e-06
296	业务科	7.415344572523924e-06
297	县政协	7.415344572523924e-06
298	域	3.707672286261962e-06
299	入选	1.2976853001916867e-05
300	诚远	5.561508429392943e-06
301	开发	0.0003503750310517554
302	民爆	2.039219757444079e-05
303	捆扎	5.561508429392943e-06
304	厂	0.00010381482401533494
305	）	0.00039301326234376797
306	陈一欢	7.415344572523924e-06
307	金三	5.561508429392943e-06
308	帆	5.561508429392943e-06
309	屈	3.707672286261962e-06
310	学力	5.561508429392943e-06
311	抚顺	5.561508429392943e-06
312	任南洋	7.415344572523924e-06
313	济南市委	9.269180715654904e-06
314	内	1.4830689145047848e-05
315	公论	5.561508429392943e-06
316	统筹	5.561508429392943e-06
317	国企	1.2976853001916867e-05
318	盖瑞	5.561508429392943e-06
319	土地储备	9.269180715654904e-06
320	学学习	7.415344572523924e-06
321	企业家	8.527646258402512e-05
322	于华中	7.415344572523924e-06
323	证券交易	8.342262644089414e-05
324	环保	4.6345903578274524e-05
325	深圳华侨城	1.1123016858785886e-05
326	齿轮箱	7.415344572523924e-06
327	同仁	1.2976853001916867e-05
328	华天	1.2976853001916867e-05
329	韶钢	4.263823129201256e-05
330	问题	9.269180715654904e-06
331	天生	5.561508429392943e-06
332	衡阳市	7.415344572523924e-06
333	牌照	5.561508429392943e-06
334	夏	1.2976853001916867e-05
335	计发	5.561508429392943e-06
336	赵洁	5.561508429392943e-06
337	爱蹭	5.561508429392943e-06
338	张家港	2.9661378290095696e-05
339	通讯设备	9.269180715654904e-06
340	计划员	7.415344572523924e-06
341	企成	9.269180715654904e-06
342	体育	5.561508429392943e-06
343	受到	5.561508429392943e-06
344	西河	2.039219757444079e-05
345	证券报	7.415344572523924e-06
346	田产	5.561508429392943e-06
347	王卫红	7.415344572523924e-06
348	大班	5.561508429392943e-06
349	亚金	5.561508429392943e-06
350	影音	5.561508429392943e-06
351	塑胶	1.6684525288178828e-05
352	19日	1.853836143130981e-05
353	宏观	5.561508429392943e-06
354	彦	5.561508429392943e-06
355	1970	0.00023172951789137263
356	任天	5.561508429392943e-06
357	豫光金	2.4099869860702753e-05
358	富临	2.039219757444079e-05
359	校校	5.561508429392943e-06
360	发动	1.6684525288178828e-05
361	铁矿石	7.415344572523924e-06
362	投远达	1.2976853001916867e-05
363	行业	9.454564329968003e-05
364	舒适	5.561508429392943e-06
365	低温	5.561508429392943e-06
366	一九七三年	1.1123016858785886e-05
367	喻	3.707672286261962e-06
368	辉	1.6684525288178828e-05
369	交换	5.561508429392943e-06
370	杨铁强	7.415344572523924e-06
371	西钢	1.2976853001916867e-05
372	联席会议	9.269180715654904e-06
373	UniversityofHertfordshire	4.8199739721405505e-05
374	杰赛	5.561508429392943e-06
375	夕	3.707672286261962e-06
376	华峰	9.269180715654904e-06
377	湖南省	9.083797101341807e-05
378	6日	5.561508429392943e-06
379	顾	1.4830689145047848e-05
380	旅游局	7.415344572523924e-06
381	检验	9.269180715654904e-06
382	西亚	2.4099869860702753e-05
383	华南理工大学	3.5222886719488636e-05
384	特派	5.561508429392943e-06
385	统管	9.269180715654904e-06
386	集成	1.6684525288178828e-05
387	船舶	3.89305590057506e-05
388	家居	5.561508429392943e-06
389	APEC	9.269180715654904e-06
390	法律部	1.2976853001916867e-05
391	ORG	7.415344572523924e-06
392	副总监	7.415344572523924e-06
393	千里	5.561508429392943e-06
394	复旦大学	6.859193729584629e-05
395	朱小军	7.415344572523924e-06
396	焦作市	1.853836143130981e-05
397	大元	5.561508429392943e-06
398	予方	5.561508429392943e-06
399	″K	5.561508429392943e-06
400	营运	1.2976853001916867e-05
401	巡视员	2.9661378290095696e-05
402	起获	9.269180715654904e-06
403	致公	9.269180715654904e-06
404	山城	9.269180715654904e-06
405	国家级	1.853836143130981e-05
406	包铝	9.269180715654904e-06
407	海山	5.561508429392943e-06
408	车厂	5.561508429392943e-06
409	统计	5.376124815079845e-05
410	禽蛋部	7.415344572523924e-06
411	康阔光	7.415344572523924e-06
412	不在	9.269180715654904e-06
413	常宁	9.269180715654904e-06
